SGC Code,,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25
5901040,"    Radium Hot Springs, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,911",0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,680",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
5901006,"    Sparwood, DM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,500,25,0,0,0,0,0,0,0,5,0,10,0,0,0,0,45,25,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,7,0,0,220,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,150,0,0,0,0,555,"1,500",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,140,0,0,45,0,0,0,0,0,0,100,0,0,0,0,450,0,0,0,200,0,7,0,0,0,550,0,0,0,0,0,0,0,0,80,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
5905,  Kootenay Boundary RD,"1,600",10,0,557,20,180,4,34,0,350,59,0,5,0,150,0,0,50,240,125,0,0,35,0,26,100,300,304,210,250,25,550,736,35,140,670,375,7,0,35,470,0,80,0,30,0,119,"1,876",0,0,28,0,113,220,0,"2,000","2,950",226,600,220,0,0,0,769,325,0,0,123,588,0,448,200,"1,700",0,0,0,0,0,616,0,200,320,879,0,96,0,985,0,56,0,112,150,90,"1,180","1,112",90,75,75,63,212,0,260,150,0,365,0,106,0,400,0,700,232,0,0,"1,995","2,070",0,"1,832",816,0,"2,764",336,0,0,0,0,200,"6,100",0,113,0,4,0,100,0,110,0,28,0,85,0,131,0,0,0,0,313,10,0,0,558,"1,990","23,749",0,778,500,400,0,224,134,550,138,0,0,0,5,0,"1,450",0,3,0,0,0,18,157,325,523,30,0,63,81,0,0,0,350,23,20,245,360,"2,370",0,228,0,"1,130",0,175,229,600,"2,010",0,263,"1,421",350,751,0,75,72,250,0,40,0,78,0,224,310,0,110,202,50,250,0,"2,600",0,611,800,0,490,0,0,0,819,"1,076",17,"1,683",70,472,132,25,0,0,0,169,175,"1,449",0,0,328,20,319,15,453,8,0,0,0,0,0,0,0,0,37,0,0,"1,000",20
5905005,"    Fruitvale, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905032,"    Grand Forks, C",0,0,0,0,20,180,4,5,0,0,59,0,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,250,20,500,0,25,140,0,25,7,0,0,410,0,0,0,0,0,0,0,0,0,28,0,113,0,0,0,0,0,0,200,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,260,0,0,365,0,106,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,75,0,0,0,63,3,0,0,0,0,10,0,0,0,50,0,0,0,0,0,15,19,600,620,0,17,0,0,0,0,75,0,0,0,0,0,0,0,0,250,0,105,2,0,0,0,0,0,66,0,0,490,0,0,0,45,0,0,0,0,0,130,23,0,0,0,169,175,"1,400",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,37,0,0,"1,000",20
5905042,"    Greenwood, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905000,"    Kootenay Boundary, RDR",0,0,0,307,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,125,0,0,35,0,0,0,0,0,0,0,0,0,736,0,0,420,0,0,0,35,60,0,0,0,0,0,0,"1,750",0,0,0,0,0,220,0,0,450,126,600,0,0,0,0,169,325,0,0,123,480,0,448,200,0,0,0,0,0,0,616,0,200,120,879,0,0,0,250,0,56,0,112,150,90,180,0,0,75,0,0,185,0,0,150,0,0,0,0,0,0,0,400,125,0,0,195,0,0,830,21,0,0,0,0,0,0,0,0,0,0,100,0,4,0,0,0,0,0,25,0,75,0,128,0,0,0,0,300,0,0,0,558,169,0,0,0,0,400,0,0,134,550,0,0,0,0,0,0,"1,450",0,0,0,0,0,0,157,250,200,30,0,0,0,0,0,0,0,1,20,240,360,"2,100",0,128,0,0,0,0,210,0,"1,390",0,246,"1,221",350,745,0,0,72,250,0,0,0,78,0,0,0,0,5,0,50,250,0,"2,600",0,0,800,0,0,0,0,0,0,0,0,16,0,411,2,2,0,0,0,0,0,0,0,0,328,20,153,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905037,"    Midway, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,27,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,70,61,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905009,"    Montrose, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905023,"    Rossland, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,30,0,0,0,0,0,0,35,0,0,0,5,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,350,12,0,5,0,220,0,0,0,0,0,10,0,0,0,0,0,200,0,6,0,0,0,0,0,40,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
5905014,"    Trail, C","1,600",10,0,250,0,0,0,0,0,350,0,0,1,0,150,0,0,50,240,0,0,0,0,0,0,0,300,0,210,0,0,0,0,0,0,250,350,0,0,0,0,0,0,0,0,0,119,126,0,0,0,0,0,0,0,"2,000","2,500",100,0,20,0,0,0,0,0,0,0,0,0,0,0,0,"1,700",0,0,0,0,0,0,0,0,200,0,0,0,0,735,0,0,0,0,0,0,"1,000","1,112",0,0,75,0,0,0,0,0,0,0,0,0,0,400,0,300,0,0,0,"1,800","2,070",0,"1,002",0,0,"2,764",336,0,0,0,0,0,"6,100",0,0,0,0,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"1,821","23,749",0,748,0,0,0,224,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,78,0,0,0,0,0,0,0,0,0,0,100,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,60,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,60,0,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905018,"    Warfield, VL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development Region, Cariboo DR,2,43,88,910,370,302,725,"2,091",340,322,"1,216",79,50,300,808,"1,155",726,850,"5,765",940,"1,455",470,"2,696",956,40,165,"1,140",655,400,"5,242","25,060","1,468",742,"1,473",900,742,183,11,494,210,"1,472",164,992,874,914,"1,273",461,110,750,231,396,"1,376","1,100",186,"1,135",875,230,"1,925","2,140",23,198,161,170,283,130,49,557,521,"1,049",100,"1,586","1,378",40,41,46,113,112,232,331,294,484,449,519,309,143,389,391,493,302,597,252,"1,808","1,207",256,890,15,20,973,190,316,"9,207",10,445,435,"1,361","1,084",138,216,0,35,85,"25,192","2,086",435,240,"4,934",973,217,50,"7,495",0,166,"5,882",348,340,"5,050","14,560",902,581,"1,492",168,0,70,"1,990",35,50,"3,902",569,345,771,672,"1,583",736,160,0,0,122,"3,563",324,"8,145",940,964,"1,425","1,136",189,275,49,"2,290","1,094",90,83,624,632,420,157,"1,366",54,"1,221",0,0,843,792,244,"1,344",148,176,"1,085","2,335","1,062",79,"1,760",0,199,86,"22,348",220,"1,960",503,"1,430","1,016","2,067",12,166,35,65,589,266,25,"20,670","2,881",0,"1,365",572,676,121,14,259,"2,790",412,0,30,0,"3,560","27,955","7,529",140,"2,230",122,527,0,"1,335",320,622,500,327,"1,205",0,0,30,6,"3,902","4,993","16,335","3,794","2,276",172,764,520,416,185,"1,290",866,"28,254",314,433,153,736,780,405,0,24,0,0,353,200,280,96,198,846,"1,551",157,"11,753","7,790",0,"4,318"
5941,  Cariboo RD,0,10,42,410,330,210,0,"2,073",340,130,416,22,0,300,54,423,50,414,100,765,233,45,300,10,0,10,85,85,0,2,"25,060",300,220,673,95,27,63,0,408,100,252,0,142,379,271,28,0,50,750,60,375,348,858,0,200,75,220,330,"1,272",12,20,161,170,283,45,40,207,20,544,30,474,"1,200",0,0,45,113,112,231,226,168,266,323,292,309,0,21,270,165,200,123,182,27,135,256,141,0,0,0,150,102,289,0,325,435,10,0,0,216,0,35,77,189,0,0,154,969,567,215,0,"3,355",0,0,"5,650",100,25,"4,407",0,0,42,"1,161",65,0,0,0,0,0,20,60,110,129,348,0,230,0,0,0,32,"2,050",60,"6,000",90,0,911,13,23,275,0,"2,194",854,40,0,49,0,35,32,161,0,0,0,0,182,765,48,0,0,176,"1,085",58,25,0,"1,500",0,31,30,"17,530",0,"1,147",3,"1,380",0,"2,042",12,0,0,0,589,165,0,"20,558",556,0,536,50,0,0,14,159,"2,790",112,0,30,0,100,0,300,0,0,0,150,0,101,0,25,0,95,75,0,0,0,0,35,80,935,500,214,172,205,309,0,0,950,650,0,0,90,0,454,0,0,0,24,0,0,53,0,0,0,0,57,"1,100",140,235,"1,200",0,20
5941000,"    Cariboo, RDR",0,0,42,0,0,0,0,23,0,9,0,0,0,0,22,33,0,0,100,0,83,0,0,0,0,0,0,85,0,0,0,0,20,186,0,0,23,0,88,0,30,0,142,0,16,0,0,0,0,60,0,0,93,0,200,75,0,0,84,12,0,127,100,133,45,40,207,0,544,30,224,0,0,0,45,113,112,216,37,97,241,323,292,309,0,21,231,165,145,123,182,0,135,156,141,0,0,0,150,96,289,0,325,5,10,0,0,123,0,0,72,189,0,0,154,189,363,0,0,0,0,0,0,100,0,29,0,0,42,0,0,0,0,0,0,0,20,30,110,129,348,0,0,0,0,0,32,0,60,0,90,0,0,0,23,0,0,44,67,40,0,49,0,35,32,76,0,0,0,0,117,0,48,0,0,0,"1,085",58,25,0,0,0,31,30,30,0,0,0,0,0,3,12,0,0,0,589,0,0,54,34,0,90,50,0,0,14,154,0,112,0,30,0,100,0,100,0,0,0,0,0,100,0,25,0,95,0,0,0,0,0,0,0,0,0,214,172,85,50,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,53,0,0,0,0,38,0,0,0,0,0,0
5941005,"    One Hundred Mile House, DM",0,0,0,0,0,0,0,0,0,121,400,22,0,0,0,0,0,0,0,0,150,45,0,0,0,0,10,0,0,0,0,0,0,409,95,7,0,0,0,0,162,0,0,179,0,0,0,50,0,0,0,150,745,0,0,0,0,30,0,0,0,34,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,690",0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,185,0,0,950,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941013,"    Quesnel, C",0,10,0,0,0,0,0,"2,050",340,0,16,0,0,0,0,0,0,268,0,717,0,0,0,0,0,0,0,0,0,0,"25,060",0,200,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,"1,188",0,0,0,0,0,0,0,0,0,0,0,250,"1,200",0,0,0,0,0,0,0,49,25,0,0,0,0,0,39,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,93,0,35,5,0,0,0,0,80,196,144,0,"3,355",0,0,0,0,25,28,0,0,0,0,65,0,0,0,0,0,0,30,0,0,0,0,230,0,0,0,0,50,0,0,0,0,11,13,0,0,0,0,662,0,0,0,0,0,0,5,0,0,0,0,65,65,0,0,0,176,0,0,0,0,"1,500",0,0,0,0,0,"1,147",3,130,0,"2,039",0,0,0,0,0,0,0,400,402,0,0,0,0,0,0,4,0,0,0,0,0,0,0,200,0,0,0,75,0,1,0,0,0,0,75,0,0,0,0,0,0,935,0,0,0,0,74,0,0,0,0,0,0,60,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,140,235,0,0,0
5941009,"    Williams Lake, C",0,0,0,410,330,210,0,0,0,0,0,0,0,300,32,390,50,146,0,48,0,0,300,10,0,10,75,0,0,2,0,300,0,78,0,20,40,0,0,100,60,0,0,200,255,28,0,0,750,0,0,198,20,0,0,0,220,300,0,0,20,0,70,0,0,0,0,20,0,0,0,0,0,0,0,0,0,15,189,22,0,0,0,0,0,0,0,0,55,0,0,0,0,100,0,0,0,0,0,6,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,650",0,0,"4,350",0,0,0,"1,161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",0,"6,000",0,0,900,0,0,275,0,460,125,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,"17,500",0,0,0,"1,250",0,0,0,0,0,0,0,165,0,"20,104",120,0,10,0,0,0,0,1,"2,790",0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,35,80,0,500,0,0,100,0,0,0,0,650,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,100",0,0,"1,200",0,20
5953,  Fraser-Fort George RD,2,33,46,500,40,92,725,18,0,192,800,57,50,0,754,732,676,436,"5,665",175,"1,222",425,"2,396",946,40,155,"1,055",570,400,"5,240",0,"1,168",522,800,805,715,120,11,86,110,"1,220",164,850,495,643,"1,245",461,60,0,171,21,"1,028",242,186,935,800,10,"1,595",868,11,178,0,0,0,85,9,350,501,505,70,"1,112",178,40,41,1,0,0,1,105,126,218,126,227,0,143,368,121,328,102,474,70,"1,781","1,072",0,749,15,20,973,40,214,"8,918",10,120,0,"1,351","1,084",138,0,0,0,8,"25,003","2,086",435,86,"3,965",406,2,50,"4,140",0,166,232,248,315,643,"14,560",902,539,331,103,0,70,"1,990",35,50,"3,882",509,235,642,324,"1,583",506,160,0,0,90,"1,513",264,"2,145",850,964,514,"1,123",166,0,49,96,240,50,83,575,632,385,125,"1,205",54,"1,221",0,0,661,27,196,"1,344",148,0,0,"2,277","1,037",79,260,0,168,56,"4,818",220,813,500,50,"1,016",25,0,166,35,65,0,101,25,112,"2,325",0,829,522,676,121,0,100,0,300,0,0,0,"3,460","27,955","7,229",140,"2,230",122,377,0,"1,234",320,597,500,232,"1,130",0,0,30,6,"3,867","4,913","15,400","3,294","2,062",0,559,211,416,185,340,216,"28,254",314,343,153,282,780,405,0,0,0,0,300,200,280,96,198,789,451,17,"11,518","6,590",0,"4,298"
5953000,"    Fraser-Fort George, RDR",0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,732,5,0,155,135,464,0,175,0,0,0,0,86,0,0,0,0,85,0,17,650,0,0,0,0,0,0,0,100,0,764,0,0,0,0,0,0,217,80,0,0,0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,80,126,216,100,0,0,75,70,120,13,52,300,70,"1,250",0,0,0,0,0,0,0,0,0,0,120,0,0,230,0,0,0,0,0,0,0,345,0,300,250,0,0,140,0,0,0,0,0,395,200,451,287,290,77,0,0,0,0,50,382,329,185,583,167,640,7,160,0,0,90,134,199,338,391,464,434,578,166,0,0,0,0,0,0,0,159,325,50,112,0,0,0,0,53,27,96,316,13,0,0,0,240,0,260,0,148,56,169,20,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,88,12,0,0,0,100,0,0,0,0,0,0,"27,945",906,0,0,0,0,0,"1,139",320,597,500,232,0,0,0,0,6,67,188,200,269,62,0,559,210,241,0,270,0,54,314,260,153,147,620,405,0,0,0,0,0,200,0,96,140,314,280,17,"11,518",0,0,0
5953033,"    Mackenzie, DM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,120,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,"3,628",0,0,0,0,0,0,0,0,0,160,187,450,0,0,26,0,0,184,0,0,0,0,0,0,0,0,440,0,0,0,0,0,65,"1,231",0,500,0,500,0,0,0,0,0,0,83,500,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,149",0,0,0,0,0,25,0,0,0,0,0,50,0,0,"1,201",0,146,0,0,0,0,0,0,300,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
